x,y,predicted_stage,stage_name,num_observations
31,17,0,bbch_00,1
30,17,0,bbch_00,1
32,17,3,bbch_51,1
33,17,3,bbch_51,1
34,17,3,bbch_51,1
35,17,3,bbch_51,1
37,17,3,bbch_51,1
36,17,3,bbch_51,1
39,17,3,bbch_51,1
38,17,3,bbch_51,1
40,17,3,bbch_51,1
42,17,3,bbch_51,1
41,17,3,bbch_51,1
43,17,3,bbch_51,1
1,18,0,bbch_00,1
0,18,0,bbch_00,1
4,18,3,bbch_51,1
2,18,6,bbch_99,1
3,18,0,bbch_00,1
5,18,0,bbch_00,1
6,18,3,bbch_51,1
7,18,3,bbch_51,1
9,18,3,bbch_51,1
8,18,3,bbch_51,1
10,18,3,bbch_51,1
12,18,3,bbch_51,1
11,18,3,bbch_51,1
14,18,0,bbch_00,1
13,18,3,bbch_51,1
15,18,0,bbch_00,1
17,18,0,bbch_00,1
16,18,0,bbch_00,1
18,18,0,bbch_00,1
19,18,0,bbch_00,1
20,18,0,bbch_00,1
21,18,0,bbch_00,1
24,18,0,bbch_00,1
22,18,0,bbch_00,1
23,18,0,bbch_00,1
26,18,0,bbch_00,1
25,18,0,bbch_00,1
28,18,0,bbch_00,1
27,18,0,bbch_00,1
29,18,0,bbch_00,1
31,18,0,bbch_00,1
30,18,0,bbch_00,1
32,18,3,bbch_51,1
34,18,3,bbch_51,1
33,18,3,bbch_51,1
37,18,3,bbch_51,1
36,18,3,bbch_51,1
35,18,3,bbch_51,1
38,18,3,bbch_51,1
39,18,3,bbch_51,1
42,18,3,bbch_51,1
40,18,3,bbch_51,1
41,18,3,bbch_51,1
43,18,3,bbch_51,1
0,19,0,bbch_00,1
2,19,6,bbch_99,1
1,19,0,bbch_00,1
3,19,0,bbch_00,1
4,19,0,bbch_00,1
5,19,6,bbch_99,1
7,19,3,bbch_51,1
6,19,3,bbch_51,1
9,19,3,bbch_51,1
10,19,0,bbch_00,1
8,19,3,bbch_51,1
12,19,0,bbch_00,1
11,19,0,bbch_00,1
13,19,0,bbch_00,1
14,19,0,bbch_00,1
15,19,0,bbch_00,1
17,19,0,bbch_00,1
16,19,0,bbch_00,1
18,19,0,bbch_00,1
19,19,0,bbch_00,1
20,19,0,bbch_00,1
22,19,0,bbch_00,1
21,19,0,bbch_00,1
24,19,0,bbch_00,1
23,19,0,bbch_00,1
25,19,0,bbch_00,1
26,19,0,bbch_00,1
27,19,0,bbch_00,1
28,19,0,bbch_00,1
30,19,0,bbch_00,1
29,19,0,bbch_00,1
32,19,3,bbch_51,1
31,19,0,bbch_00,1
34,19,3,bbch_51,1
33,19,3,bbch_51,1
36,19,3,bbch_51,1
35,19,3,bbch_51,1
38,19,3,bbch_51,1
39,19,3,bbch_51,1
37,19,3,bbch_51,1
40,19,3,bbch_51,1
41,19,3,bbch_51,1
42,19,3,bbch_51,1
43,19,3,bbch_51,1
1,20,0,bbch_00,1
2,20,6,bbch_99,1
0,20,0,bbch_00,1
4,20,0,bbch_00,1
3,20,0,bbch_00,1
5,20,0,bbch_00,1
6,20,3,bbch_51,1
7,20,3,bbch_51,1
8,20,0,bbch_00,1
9,20,0,bbch_00,1
10,20,0,bbch_00,1
11,20,0,bbch_00,1
12,20,0,bbch_00,1
15,20,0,bbch_00,1
13,20,0,bbch_00,1
14,20,0,bbch_00,1
16,20,0,bbch_00,1
17,20,0,bbch_00,1
19,20,0,bbch_00,1
18,20,0,bbch_00,1
20,20,0,bbch_00,1
21,20,0,bbch_00,1
22,20,0,bbch_00,1
24,20,0,bbch_00,1
23,20,0,bbch_00,1
25,20,0,bbch_00,1
26,20,0,bbch_00,1
27,20,0,bbch_00,1
28,20,0,bbch_00,1
29,20,0,bbch_00,1
31,20,0,bbch_00,1
30,20,0,bbch_00,1
33,20,3,bbch_51,1
34,20,3,bbch_51,1
32,20,3,bbch_51,1
36,20,3,bbch_51,1
35,20,3,bbch_51,1
37,20,3,bbch_51,1
38,20,3,bbch_51,1
39,20,3,bbch_51,1
40,20,3,bbch_51,1
41,20,3,bbch_51,1
42,20,3,bbch_51,1
43,20,3,bbch_51,1
1,21,0,bbch_00,1
0,21,0,bbch_00,1
3,21,0,bbch_00,1
2,21,6,bbch_99,1
4,21,0,bbch_00,1
5,21,6,bbch_99,1
6,21,0,bbch_00,1
7,21,0,bbch_00,1
8,21,0,bbch_00,1
9,21,0,bbch_00,1
11,21,0,bbch_00,1
10,21,0,bbch_00,1
13,21,0,bbch_00,1
12,21,0,bbch_00,1
14,21,0,bbch_00,1
15,21,0,bbch_00,1
17,21,0,bbch_00,1
16,21,0,bbch_00,1
18,21,0,bbch_00,1
22,21,0,bbch_00,1
21,21,0,bbch_00,1
20,21,0,bbch_00,1
19,21,0,bbch_00,1
23,21,0,bbch_00,1
24,21,0,bbch_00,1
25,21,0,bbch_00,1
26,21,0,bbch_00,1
27,21,0,bbch_00,1
30,21,0,bbch_00,1
28,21,0,bbch_00,1
29,21,0,bbch_00,1
32,21,3,bbch_51,1
31,21,0,bbch_00,1
33,21,3,bbch_51,1
34,21,3,bbch_51,1
35,21,3,bbch_51,1
36,21,3,bbch_51,1
37,21,3,bbch_51,1
38,21,3,bbch_51,1
39,21,3,bbch_51,1
42,21,3,bbch_51,1
40,21,3,bbch_51,1
41,21,3,bbch_51,1
43,21,3,bbch_51,1
0,22,0,bbch_00,1
3,22,0,bbch_00,1
1,22,0,bbch_00,1
2,22,6,bbch_99,1
4,22,0,bbch_00,1
5,22,6,bbch_99,1
8,22,0,bbch_00,1
6,22,0,bbch_00,1
7,22,0,bbch_00,1
9,22,0,bbch_00,1
11,22,0,bbch_00,1
12,22,0,bbch_00,1
10,22,0,bbch_00,1
13,22,0,bbch_00,1
17,22,0,bbch_00,1
14,22,0,bbch_00,1
15,22,0,bbch_00,1
16,22,0,bbch_00,1
18,22,0,bbch_00,1
20,22,0,bbch_00,1
19,22,0,bbch_00,1
21,22,0,bbch_00,1
22,22,0,bbch_00,1
23,22,0,bbch_00,1
